textID,text,len_names,IbnSad_cnt,names,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو الحسن الدارقطني إجازة أنبأنا عمر بن الحسن بن مالك القاضي حدثنا الحارث بن محمد بن أبي أسامة حدثنا محمد بن سعد قال أخبرنا,4,1,أبو الحسن الدارقطني,عمر بن الحسن بن مالك القاضي,الحارث بن محمد بن أبي أسامة,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو الحسن العبدي أخبرنا أبو بكر بن أبي الدنيا حدثنا محمد بن سعد قال,3,1,أبو الحسن العبدي,أبو بكر بن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو الحسن الفرضي أبو بكر محمد بن عبد الباقي أنا الحسن بن علي أنا أبو عمر بن حيوية أنا أحمد بن معروف نا الحسين بن الفهم نا محمد بن سعد أنا قبيصة بن عقبة نا سفيان عن ثور عن خالد بن معدان قال,10.00,1,أبو الحسن الفرضي أبو بكر محمد بن عبد الباقي,الحسن بن علي,أبو عمر بن حيوية,أحمد بن معروف,الحسين بن الفهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو الحسن اللبناني ثنا أبو بكر بن أبي الدنيا ثنا محمد بن سعد ثنا محمد بن عمر ثنا يحيى بن عبد العزيز من ولد سعد بن عبادة عنأبيه قال توفي سعد بن,6.00,1,أبو الحسن اللبناني,أبو بكر بن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو الحسن اللبناني قالا أنا أبو بكر بن أبي الدنيا أخبرنا محمد بن سعد قال,3,1,أبو الحسن اللبناني,أبو بكر بن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أنبأنا أبو الحسن اللبناني أنبأنا أبو بكر بن أبي الدنيا حدثنا محمد بن سعد قال,3,1,أبو الحسن اللبناني,أبو بكر بن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أنبأنا أبو الحسن اللبناني ثنا أبو بكر بن أبي الدنيا ثنا محمد بن سعد,3,1,أبو الحسن اللبناني,أبو بكر بن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أنبأنا أبو الحسن اللنباني حدثنا أبو بكر بن أبي الدنيا حدثنا محمد بن سعد قال غضيف بن الحارث الكندي,4,1,أبو الحسن اللنباني,أبو بكر بن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أنبأنا أبو الحسن اللنباني حدثنا أبو بكر بن أبي الدنيا حدثنا محمد بن سعد قال القاسم,4,1,أبو الحسن اللنباني,أبو بكر بن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أنبأنا أبو الحسن اللنباني أنبأنا أبو بكر بن أبي الدنيا حدثنا محمد بن سعد قال كثير ابن شهاب,4,1,أبو الحسن اللنباني,أبو بكر بن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أنبأنا أبو الحسن اللنباني أنبأنا أبو بكر بن أبي الدنيا حدثنا محمد بن سعد قال كعب بن مالك بن أبي كعب بن القين,4,1,أبو الحسن اللنباني,أبو بكر بن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أنبأنا أبو الحسن اللنباني حدثنا أبو بكر بن أبي الدنيا حدثنا محمد بن سعد أنبأنا محمد,4,1,أبو الحسن اللنباني,أبو بكر بن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أنبأنا أبو الحسن اللنباني أنبأنا أبو بكر بن محمد بن عبيد ثنا محمد بن سعد قال محمد بن الحنفية,4,1,أبو الحسن اللنباني,أبو بكر بن محمد بن عبيد,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أنبأنا أبو الحسن اللنباني ثنا أبو بكر بن أبي الدنيا ثنا محمد بن سعد قال محمد,4,1,أبو الحسن اللنباني,أبو بكر بن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أنبأنا أبو الحسن اللنباني حدثنا أبو بكر بن أبي الدنيا حدثنا محمد بن سعد,3,1,أبو الحسن اللنباني,أبو بكر بن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أنبأنا أبو الحسن اللنباني أنبأنا أبو بكر بن عبيد حدثنا محمد بن سعد,3,1,أبو الحسن اللنباني,أبو بكر بن عبيد,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أنبأنا أبو الحسن اللنباني حدثنا أبو بكر بن أبي الدنيا حدثنا محمد بن سعد,3,1,أبو الحسن اللنباني,أبو بكر بن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أنبأنا أبو الحسن اللنباني أنبأنا أبو بكر بن عبيد حدثنا محمد بن سعد قال,3,1,أبو الحسن اللنباني,أبو بكر بن عبيد,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أنبأنا أبو الحسن اللنباني أنبأنا أبو بكر بن أبي الدنيا حدثنا محمد بن سعد قال,3,1,أبو الحسن اللنباني,أبو بكر بن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أنبأنا أبو الحسن اللنباني حدثنا أبو بكر بن أبي الدنيا حدثنا محمد بن سعد قال,3,1,أبو الحسن اللنباني,أبو بكر بن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أنبأنا أبو الحسن اللنباني حدثنا أبو بكر بن أبي الدنيا حدثنا محمد بن سعد قال,3,1,أبو الحسن اللنباني,أبو بكر بن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أنبأنا أبو الحسن اللنباني حدثنا أبو بكر بن أبي الدنيا حدثنا محمد بن سعد,3,1,أبو الحسن اللنباني,أبو بكر بن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أنبأنا أبو الحسن اللنباني أنبأنا أبو بكر بن عبيد حدثنا محمد بن سعد,3,1,أبو الحسن اللنباني,أبو بكر بن عبيد,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أنبأنا أبو الحسن اللنباني حدثنا أبو بكر بن أبي الدنيا حدثنا محمد بن سعد,3,1,أبو الحسن اللنباني,أبو بكر بن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أنبأنا أبو الحسن اللنباني أنبأنا أبو بكر بن أبي الدنيا حدثنا محمد بن سعد,3,1,أبو الحسن اللنباني,أبو بكر بن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أنبأنا أبو الحسن اللنباني أنبأنا أبو بكر بن أبي الدنيا ثنا محمد بن سعد قال,3,1,أبو الحسن اللنباني,أبو بكر بن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو الحسن اللنباني نا أبو بكر بن أبي الدنيا نا محمد بن سعد قال,3,1,أبو الحسن اللنباني,أبو بكر بن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو الحسن اللنباني حدثنا أبو بكر بن أبي الدنيا حدثنا محمد بن سعد قال,3,1,أبو الحسن اللنباني,أبو بكر بن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو الحسن اللنباني حدثنا أبو بكر بن أبي الدنيا حدثنا محمد بن سعد,3,1,أبو الحسن اللنباني,أبو بكر بن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو الحسن اللنباني أبو بكر بن أبي الدنيا حدثنا محمد بن سعد قال,2,1,أبو الحسن اللنباني أبو بكر بن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو الحسن المالكي حدثنا أبو منصور بن خيرون أنبأنا أبو بكر الخطيب أنبأنا الجوهري حدثنا محمد بن العباس أنبأنا أحمد بن معروف حدثنا الحسين بن فهم حدثنا محمد بن سعد قال,8.00,1,أبو الحسن المالكي,أبو منصور بن خيرون,أبو بكر الخطيب,الجوهري,محمد بن العباس,أحمد بن معروف,الحسين بن فهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو الحسن المالكي نا وابو منصور المقرىء أنا أبو بكر الخطيب أنا علي بن عبد الله المعدل أنا الحسين بن صفوان البردعي نا عبد الله بن محمد بن أبي الدنيا نا محمد بن سعد قال مسروق بن الأجدع بن مالك الهمداني,8.00,1,أبو الحسن المالكي,ابو منصور المقرىء,أبو بكر الخطيب,علي بن عبد الله المعدل,الحسين بن صفوان البردعي,عبد الله بن محمد بن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أنبأنا أبو الحسن بن اللنباني حدثنا أبو بكر بن أبي الدنيا قالا حدثنا محمد بن سعد أنبأنا محمد بن عمر نا هشام بن سعد عن الزهري قال,6.00,1,أبو الحسن بن اللنباني,أبو بكر بن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو الحسن بن سعيد نا وأبو النجم الشيحي أنا أبو بكر الخطيب أنا علي بن محمد بن عبد الله المعدل نا الحسين بن صفوان البردعي نا عبد الله بن محمد بن أبي الدنيا نا محمد بن سعد قال زيد,8.00,1,أبو الحسن بن سعيد,أبو النجم الشيحي,أبو بكر الخطيب,علي بن محمد بن عبد الله المعدل,الحسين بن صفوان البردعي,عبد الله بن محمد بن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو الحسن بن قبيس نا وأبو منصور بن زريق أنا أبو بكر الخطيب أنا ابن بشران أنا الحسين بن صفوان وأخبرنا أبو بكر اللفتواني أنا أبو عمرو بن منده أنا الحسن بن محمد بن يوسف أنا أبو الحسن اللبناني قالا أنا أبو بكر بن أبي الدنيا نا محمد بن سعد أخبرني الهيثم بن عدي,12.00,1,أبو الحسن بن قبيس,وأبو منصور بن زريق,أبو بكر الخطيب,ابن بشران,الحسين بن صفوان,أبو بكر اللفتواني,أبو عمرو بن منده,الحسن بن محمد بن يوسف,أبو الحسن اللبناني,أبو بكر بن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو الحسن بن قبيس نا وأبو منصور بن زريق أنا أبو بكر الخطيب أنا علي بن محمد بن عبدالله المعدل أنا الحسين بن صفوان ح وأخبرنا أبو بكر محمد بن شجاع أنا أبو عمرو بن مندة أنا الحسن بن محمد أنا أحمد بن محمد بن عمر قالا نا ابن أبي الدنيا ثنا محمد بن سعد قال علقمة بن قيس,12.00,1,أبو الحسن بن قبيس,,,,,,أبو عمرو بن مندة,الحسن بن محمد,أحمد بن محمد بن عمر,ابن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو الحسن بن قبيس نا وأبو منصور بن زريق أنا أبو بكر الخطيب أنا ابن بشران أنا الحسين بن صفوان ح وأخبرنا أبو بكر محمد بن شجاع أنا أبو عمرو بن مندة أنا الحسن بن محمد أنا أحمد بن محمد بن عمر قالا نا أبو بكر بن أبي الدنيا نا محمد بن سعد قال عمار بن ياسر بن عنس,12.00,1,أبو الحسن بن قبيس,,,,,,أبو عمرو بن مندة,الحسن بن محمد,أحمد بن محمد بن عمر,أبو بكر بن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو الحسن بن قبيس نا وأبو منصور بن زريق أنا أبو بكر الخطيب أنبأ أبن بشران أنا الحسين بن صفوان أخبرنا أبو بكر محمد بن شجاع واللفظ له أنبأ أبو عمرو بن مندة أنا أبو محمد الحسن بن محمد بن أحمد أنبأ أبو الحسن الكتاني قالا أنا أبو بكر بن أبي الدنيا ثنا محمد بن سعد قال,11.00,1,أبو الحسن بن قبيس,أبو منصور بن زريق,أبو بكر الخطيب,أبن بشران,الحسين بن صفوان,أبو بكر محمد بن شجاع,أبو عمرو بن مندة,أبو محمد الحسن بن محمد بن أحمد,أبو الحسن الكتاني,أبو بكر بن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو الحسن بن قبيس نا وأبو منصور بن خيرون أنا أبو بكر الخطيب أنا الجوهري قال وقرأت على أبي غالب بن البنا عن أبي محمد الجوهري أنا محمد بن العباس أنا أحمد بن معروف نا الحسين بن فهم نا محمد بن سعد قال منصور بن بشير وهو ابن أبي مزاحم يكنى أبا نصر,11.00,1,أبو الحسن بن قبيس,أبو منصور بن خيرون,أبو بكر الخطيب,الجوهري,أبي غالب بن البنا,أبي محمد الجوهري,محمد بن العباس,أحمد بن معروف,الحسين بن فهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو الحسن بن قبيس نا وأبو منصور أنا أبو بكر أنا أبو خازم بن الفراء نا الحسين بن علي بن أبي أسامة نا أبو عمران بن الأشيب نا ابن أبي الدنيا نا محمد بن سعد قال قال,9.00,1,أبو الحسن بن قبيس,وأبو منصور,أبو بكر,أبو خازم بن الفراء,الحسين بن علي بن أبي أسامة,أبو عمران بن الأشيب,ابن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو الحسن بن قبيس نا وأبو منصور بن زريق أنا أبو بكر الحافظ أنا ابن بشران أنا الحسين بن صفوان أنا ابن أبي الدنيا نا محمد بن سعد,7.00,1,أبو الحسن بن قبيس,أبو منصور بن زريق,أبو بكر الحافظ,ابن بشران,الحسين بن صفوان,ابن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو الحسن علي بن أحمد نا وأبو منصور بن رزيق أنا أبو بكر الخطيب أنا ابن بشران أنا الحسين بن صفوان ح وأخبرنا أبو بكر محمد بن شجاع اللفتواني أنا أبو عمرو بن منده أنا الحسن بن محمد بن يوسف أنا أحمد بن محمد بن عمر قالا نا أبو بكر بن أبي الدنيا نا محمد بن سعد,11.00,1,أبو الحسن علي بن أحمد,أبو منصور بن رزيق,أبو بكر الخطيب,ابن بشران,الحسين بن صفوان,أبو بكر محمد بن شجاع اللفتواني,أبو عمرو بن منده,الحسن بن محمد بن يوسف,أحمد بن محمد بن عمر,أبو بكر بن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو الحسن علي بن أحمد ثنا وأبو منصور محمد بن عبد الملك أنا أبو بكر الخطيب أنبأ ابن بشران أنا الحسين بن صفوان نا ابن أبي الدنيا نا محمد بن سعد قال عدي,8.00,1,أبو الحسن علي بن أحمد,أبو منصور محمد بن عبد الملك,أبو بكر الخطيب,ابن بشران,الحسين بن صفوان,ابن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو الحسن علي بن أحمد الفقيه نا وأبو منصور بن خيرون أنا أبو بكر أحمد بن علي أنا أبو الحسين بن بشران أنا الحسين بن صفوان ح وأخبرنا أبو بكر اللفتواني أنا أبو عمرو بن منده أنا الحسن بن محمد أنا أبو الحسن اللبناني قالا نا أبو بكر بن أبي الدنيا نا محمد بن سعد,11.00,1,أبو الحسن علي بن أحمد الفقيه,أبو منصور بن خيرون,أبو بكر أحمد بن علي,أبو الحسين بن بشران,الحسين بن صفوان,أبو بكر اللفتواني,أبو عمرو بن منده,الحسن بن محمد,أبو الحسن اللبناني,أبو بكر بن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو الحسن علي بن أحمد الفقيه نا وأبو منصور محمد بن عبد الملك أنا أبو بكر الخطيب أنا أبو الحسين بن بشران أنا الحسين بن صفوان نا أبو بكر بن أبي الدنيا نا محمد بن سعد قال عياض بن غنم الفهري شهد الحديبية مع النبي صلى الله عليه وسلم,8.00,1,أبو الحسن علي بن أحمد الفقيه,أبو منصور محمد بن عبد الملك,أبو بكر الخطيب,أبو الحسين بن بشران,الحسين بن صفوان,أبو بكر بن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أنبأنا أبو الحسين اللنباني حدثنا أبو بكر بن أبي الدنيا قالا حدثنا محمد بن سعد,3,1,أبو الحسين اللنباني,أبو بكر بن أبي الدنيا,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أنبأنا أبو الحسين بن الطيوري أنبأنا أبو الحسن العتيقي عن أبي الحسن الدارقطني أنبأنا عمر بن الحسن الشيباني نبأنا الحارث بن محمد بن أبي أسامة نبأنا محمد بن سعد أنبأنا محمد بن عمر نبأنا معمر عن عطاء الخراساني عن أبي المسيب,10.00,1,أبو الحسين بن الطيوري,أبو الحسن العتيقي,أبي الحسن الدارقطني,عمر بن الحسن الشيباني,الحارث بن محمد بن أبي أسامة,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أنبأنا أبو الحسين بن النقور أنبأنا عيسى بن علي أنبأنا عبدالله بن محمد قال قال محمد بن سعد,5,1,أبو الحسين بن النقور,عيسى بن علي,عبدالله بن محمد,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو العباس أحمد بن سلامة بن عبيد الله القاضي أنا أبو بكر محمد بن أحمد ابن الحسن بن ماجة الأبهري أنا أبو جعفر أحمد بن محمد بن المرزبان نا أبو جعفر محمد ابن إبراهيم بن يحيى بن الحكم الحزوري نا أبو عمر الدوري حفص بن عمر الأزدي نا عبد الله بن عبد الرحمن عن محمد بن سعد عن عبادة بن نسي عن عبد الرحمن بن غنم قال,9.00,1,أبو العباس أحمد بن سلامة بن عبيد الله القاضي,أبو بكر محمد بن أحمد ابن الحسن بن ماجة الأبهري,أبو جعفر أحمد بن محمد بن المرزبان,أبو جعفر محمد ابن إبراهيم بن يحيى بن الحكم الحزوري,أبو عمر الدوري حفص بن عمر الأزدي,عبد الله بن عبد الرحمن,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو الفتح أحمد بن عقيل بن محمد بن أحمد بن رافع أنبأنا أبي أبو الفضل وأخبرنا أبو القاسم بن السمرقندي أنبأنا أبو محمد عبيد الله بن إبراهيم المعروف بابن كبيبة النجار قالا أنبأنا أبو بكر محمد بن عبد الرحمن القطان أنبأنا خيثمة بن سليمان حدثنا محمد بن سعد حدثنا أبي حدثنا عمرو والحسن عن الحسن بن عطية عن عطية قال,12.00,1,أبو الفتح أحمد بن عقيل بن محمد بن أحمد بن رافع,أبي أبو الفضل,أبو القاسم بن السمرقندي,أبو محمد عبيد الله بن إبراهيم المعروف بابن كبيبة النجار,أبو بكر محمد بن عبد الرحمن القطان,خيثمة بن سليمان,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو الفتح يوسف بن عبد الواحد أنبأ شجاع بن علي أنبأ أبو عبد الله بن منده أنبأ محمد بن سعد ثنا محمد بن يحيى الرازي ثنا محمد بن كثير ثنا سفيان عن أبي إسحاق عن هبيرة بن يريم,9.00,1,أبو الفتح يوسف بن عبد الواحد,شجاع بن علي,أبو عبد الله بن منده,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو القاسم إسماعيل بن أحمد أنا أحمد بن محمد بن النقور أنا عيسى بن علي أنا عبد الله بن محمد البغوي قال قال محمد بن سعد,6.00,1,أبو القاسم إسماعيل بن أحمد,أحمد بن محمد بن النقور,عيسى بن علي,عبد الله بن محمد البغوي,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,أخبرنا أبو القاسم الشحامي أنبأنا أبو بكر البيهقي أنبأنا أبو عبد الله الحافظ أنبأنا أبو الحسين محمد بن أحمد بن تميم الأصم أنبأنا الحسين بن فهم أنبأنا محمد بن سعد حدثني الواقدي,7.00,1,أبو القاسم الشحامي,أبو بكر البيهقي,أبو عبد الله الحافظ,أبو الحسين محمد بن أحمد بن تميم الأصم,الحسين بن فهم,محمد بن سعد,,,,,,,,,,,,,,,,,,,,,,,,,,,
